,0
10630,The Stand (1994 miniseries)
10631,Crooklyn
10632,Widows' Peak
10633,Even Cowgirls Get the Blues
10634,Maverick
10635,The Return of Jafar
10636,White Mile
10637,Beverly Hills Cop III
10638,Little Buddha
10639,The Cowboy Way
10640,The Endless Summer II
10641,Fear of a Black Hat
10642,Renaissance Man
10643,The Princess and the Goblin
10644,City Slickers II: The Legend of Curly's Gold
10645,Getting Even with Dad
10646,Wolf
10647,Wyatt Earp
10648,I Love Trouble
10649,Little Big League
10650,Baby's Day Out
10651,Blown Away
10652,Pentathlon
10653,Angels in the Outfield
10654,Dragonworld
10655,Lassie
10656,North
10657,Doomsday Gun
10658,Barcelona
10659,Foreign Student
10660,It Could Happen to You
10661,Eat Drink Man Woman
10662,Airheads
10663,The Little Rascals
10664,"The Adventures of Priscilla, Queen of the Desert"
10665,"Corrina, Corrina"
10666,In the Army Now
10667,Andre
10668,Blankman
10669,Color of Night
10670,Killing Zoe
10671,The Enemy Within
10672,Fresh
10673,Camp Nowhere
10674,Natural Born Killers
10675,Police Academy: Mission to Moscow
10676,Milk Money
10677,A Simple Twist of Fate
10678,A Good Man in Africa
10679,The Next Karate Kid
10680,Trial by Jury
10681,What Happened Was
10682,The New Age
10683,Princess Caraboo
10684,Timecop
10685,The Burning Season
10686,My Summer Story
10687,The Shawshank Redemption
10688,Terminal Velocity
10689,A Friend to Die For
10690,Jason's Lyric
10691,The River Wild
10692,The Scout
10693,A Troll in Central Park
10694,The Browning Version
10695,Exit to Eden
10696,Hoop Dreams
10697,Imaginary Crimes
10698,I Like It Like That
10699,Little Giants
10700,Wes Craven's New Nightmare
10701,Clerks
10702,Vanya on 42nd Street
10703,The Puppet Masters
10704,Radioland Murders
10705,The Last Seduction
10706,Drop Squad
10707,The Road to Wellville
10708,Silent Fall
10709,Squanto: A Warrior's Tale
10710,Stargate
10711,Double Dragon
10712,Mary Shelley's Frankenstein
10713,Oleanna
10714,The War
10715,The Santa Clause
10716,Heavenly Creatures
10717,Léon: The Professional
10718,Star Trek Generations
10719,The Swan Princess
10720,How the West Was Fun
10721,Junior
10722,A Low Down Dirty Shame
10723,Mrs. Parker and the Vicious Circle
10724,The Pagemaster
10725,Fatherland
10726,Cobb
10727,Trapped in Paradise
10728,Disclosure
10729,Drop Zone
10730,Witch Hunt
10731,Immortal Beloved
10732,Legends of the Fall
10733,Speechless
10734,Mixed Nuts
10735,Richie Rich
10736,Death and the Maiden
10737,Nobody's Fool
10738,Street Fighter
10739,I.Q.
10740,The Madness of King George
10741,1942: A Love Story
10742,71 Fragments of a Chronology of Chance
10743,Accumulator 1
10744,The Accused Uncle Shangang
10745,The Act in Question
10746,Africa: The Serengeti
10747,Amaidhi Padai
10748,Amateur
10749,Andaz Apna Apna
10750,A.P.E.X.
10751,Ashes of Time
10752,Assia and the Hen with the Golden Eggs
10753,Bandit Queen
10754,Barnabo of the Mountains
10755,Before the Rain
10756,Der bewegte Mann
10757,Body Without Soul
10758,The Broken Journey
10759,A Caixa
10760,Camilla
10761,Captives
10762,"C'est la vie, mon chéri"
10763,A Chinese Odyssey
10764,Chungking Express
10765,"Clean, Shaven"
10766,Colonel Chabert
10767,The Confessional
10768,A Confucian Confusion
10769,Country Life
10770,Crackerjack
10771,Criminal
10772,Crumb
10773,Dance Me Outside
10774,Deadly Advice
10775,Deadly Target
10776,Dear Goddamned Friends
10777,Death Wish V: The Face of Death
10778,Double Happiness
10779,Drohkaal
10780,Drunken Master II
10781,Du Pappa
10782,Eden Valley
10783,Ermo
10784,Everynight ... Everynight
10785,Exotica
10786,Fast Getaway II
10787,Felidae
10788,Fist of Legend
10789,The Fox with Nine Tails
10790,F.T.W.
10791,Godzilla vs. SpaceGodzilla
10792,Golden Gate
10793,The Great Conqueror's Concubine
10794,Hated: GG Allin and the Murder Junkies
10795,"He's a Woman, She's a Man"
10796,The Heart's Cry
10797,Hello Cinema
10798,Highlander III: The Sorcerer
10799,I Can't Sleep
10800,I Have a Date with Spring
10801,In the Heat of the Sun
10802,Johnnie Waterman
10803,Krantiveer
10804,"Ladybird, Ladybird"
10805,Lamerica
10806,The Land Before Time II: The Great Valley Adventure
10807,Lisbon Story
10808,Little Odessa
10809,Love and a .45
10810,Love on Delivery
10811,Madagascar
10812,A Man of No Importance
10813,The Master and Margarita
10814,Men of War
10815,Midnight Man
10816,A Million to Juan
10817,Mother's Boys
10818,Muriel's Wedding
10819,The NeverEnding Story III
10820,Nightwatch
10821,"No Dessert, Dad, till You Mow the Lawn"
10822,Once Were Warriors
10823,The Patriots
10824,Phantasm III: Lord of the Dead
10825,Pontiac Moon
10826,Priest
10827,La Reine Margot
10828,The Queen of the Night
10829,Radio Inside
10830,"Red Firecracker, Green Firecracker"
10831,Red Rose White Rose
10832,Rice People
10833,S.F.W.
10834,Safe Passage
10835,Sailor Moon S: The Movie
10836,Sátántangó
10837,Second Best
10838,The Secret of Roan Inish
10839,La Séparation
10840,Shallow Grave
10841,Sh'Chur
10842,The Silences of the Palace
10843,Sioux City
10844,Sleep with Me
10845,A Soul Haunted by Painting
10846,The Sum of Us
10847,Swimming with Sharks
10848,The Taebaek Mountains
10849,Thanks for Every New Morning
10850,Through the Olive Trees
10851,Time Chasers
10852,Total Balalaika Show
10853,An Unforgettable Summer
10854,Vive L'Amour
10855,Whale Music
10856,Wild Reeds
10857,Wing Chun
10858,Without Compassion
10859,The Wooden Man's Bride
10860,The Story of Esther Costello
10861,Scream of Stone
10862,To the Last Man
10863,Tin Pan Alley
10864,Children of Paradise
10865,Our Vines Have Tender Grapes
10866,She Went to the Races
10867,The Fall of the House of Usher
10868,The Search
10869,Frog Dreaming
10870,This Is the Night
10871,Ultra Warrior
10872,Geordie
10873,Broadway Rhythm
10874,Hit the Ice
10875,Thunder Bay
10876,So This Is New York
10877,Il Postino: The Postman
10878,Jeopardy
10879,The Singing Detective
10880,The Captain's Table
10881,Night Without Stars
10882,Address Unknown
10883,Queen of Hearts
10884,Lucy Gallant
10885,April Love
10886,Talcum Powder
10887,Flying Leathernecks
10888,Carry On at Your Convenience
10889,Who Dares Wins
10890,Kiss Kiss...Bang Bang
10891,Beyond a Reasonable Doubt
10892,No Name on the Bullet
10893,The Street with No Name
10894,The Godless Girl
10895,The Younger Generation
10896,Second Honeymoon
10897,Young Mr. Lincoln
10898,The Falcon Strikes Back
10899,Jane Steps Out
10900,Monsieur Verdoux
10901,The Trouble with Harry
10902,"Memed, My Hawk"
10903,Do Not Part with Your Beloved
10904,Time and the Conways
10905,Mashenka
10906,The Scoundrel
10907,Dallas Doll
10908,The Story of a Boy Who Wanted to Be Kissed
10909,Shopping
10910,There Goes My Baby
10911,Prince of Jutland
10912,Death Machine
10913,Die Hard with a Vengeance
10914,Braveheart
10915,Toy Story
10916,Apollo 13
10917,Pocahontas
10918,Batman Forever
10919,Seven
10920,Casper
10921,Waterworld
10922,Sense and Sensibility
10923,Babe
10924,Leaving Las Vegas
10925,Get Shorty
10926,Murder in the First
10927,To Die For
10928,Dead Man Walking
10929,12 Monkeys
10930,The Usual Suspects
10931,Rob Roy
10932,Mighty Aphrodite
10933,Trainspotting
10934,A Walk in the Clouds
10935,Antonia's Line
10936,Houseguest
10937,Higher Learning
10938,Far from Home: The Adventures of Yellow Dog
10939,Demon Knight
10940,Before Sunrise
10941,Miami Rhapsody
10942,Gargoyles the Movie: The Heroes Awaken
10943,Boys on the Side
10944,In the Mouth of Madness
10945,The Jerky Boys: The Movie
10946,Billy Madison
10947,The Quick and the Dead
10948,The Brady Bunch Movie
10949,Heavyweights
10950,Just Cause
10951,Mr. Payback: An Interactive Movie
10952,The Walking Dead
10953,Citizen X
10954,Hideaway
10955,Man of the House
10956,The Mangler
10957,Roommates
10958,The Good Old Boys
10959,Outbreak
10960,Bye Bye Love
10961,Candyman: Farewell to the Flesh
10962,Losing Isaiah
10963,In Pursuit of Honor
10964,Dolores Claiborne
10965,Major Payne
10966,Tall Tale
10967,Born to Be Wild
10968,Bulletproof Heart
10969,Funny Bones
10970,Jefferson in Paris
10971,Tank Girl
10972,Tommy Boy
10973,An Awfully Big Adventure
10974,Circle of Friends
10975,Don Juan DeMarco
10976,A Goofy Movie
10977,Jury Duty
10978,The Pebble and the Penguin
10979,Stuart Saves His Family
10980,New Jersey Drive
10981,The Basketball Diaries
10982,The Cure
10983,While You Were Sleeping
10984,Friday
10985,Destiny Turns on the Radio
10986,A Pyromaniac's Love Story
10987,Top Dog
10988,Tyson
10989,My Family
10990,Panther
10991,French Kiss
10992,Crimson Tide
10993,Gordy
10994,The Perez Family
10995,The Langoliers (miniseries)
10996,The City of Lost Children
10997,Forget Paris
10998,A Little Princess
10999,Indictment: The McMartin Trial
11000,Above Suspicion
11001,Tales from the Hood
11002,Johnny Mnemonic
11003,Mad Love
11004,The Bridges of Madison County
11005,Fluke
11006,The Glass Shield
11007,Congo
11008,Party Girl
11009,Smoke
11010,Wigstock: The Movie
11011,The Incredibly True Adventure of Two Girls in Love
11012,Safe
11013,Sister My Sister
11014,The Infiltrator
11015,Leprechaun 3
11016,Judge Dredd
11017,Mighty Morphin Power Rangers: The Movie
11018,First Knight
11019,Species
11020,The Indian in the Cupboard
11021,Nine Months
11022,Under Siege 2: Dark Territory
11023,Free Willy 2: The Adventure Home
11024,Living in Oblivion
11025,Kids
11026,The Net
11027,Operation Dumbo Drop
11028,Bushwhacked
11029,Something to Talk About
11030,Virtuosity
11031,The Brothers McMullen
11032,Dangerous Minds
11033,A Kid in King Arthur's Court
11034,Unzipped
11035,Mortal Kombat
11036,The Amazing Panda Adventure
11037,Beyond Rangoon
11038,Desperado
11039,Dr. Jekyll and Ms. Hyde
11040,Lord of Illusions
11041,The Thief and the Cobbler
11042,The Tuskegee Airmen
11043,Magic in the Water
11044,The Prophecy
11045,Last of the Dogmen
11046,National Lampoon's Senior Trip
11047,The Tie That Binds
11048,Truman
11049,Clockers
11050,Angus
11051,Hackers
11052,The Stars Fell on Henrietta
11053,Unstrung Heroes
11054,Canadian Bacon
11055,Empire Records
11056,A Month by the Lake
11057,The Run of the Country
11058,Showgirls
11059,Persuasion
11060,The Big Green
11061,Devil in a Blue Dress
11062,Halloween: The Curse of Michael Myers
11063,Moonlight and Valentino
11064,Steal Big Steal Little
11065,Dead Presidents
11066,Assassins
11067,The Horseman on the Roof
11068,How to Make an American Quilt
11069,Kicking and Screaming
11070,Strange Days
11071,Blue in the Face
11072,Jade
11073,Mallrats
11074,Never Talk to Strangers
11075,Now and Then
11076,Copycat
11077,The Doom Generation
11078,Powder
11079,Three Wishes
11080,Vampire in Brooklyn
11081,Fair Game
11082,Gold Diggers: The Secret of Bear Mountain
11083,Home for the Holidays
11084,Total Eclipse
11085,Ace Ventura: When Nature Calls
11086,Carrington
11087,The Journey of August King
11088,The Crossing Guard
11089,The American President
11090,Frankie Starlight
11091,Last Summer in the Hamptons
11092,Money Train
11093,Nick of Time
11094,Two Bits
11095,Sugartime
11096,Things to Do in Denver When You're Dead
11097,White Man's Burden
11098,Wild Bill
11099,Father of the Bride Part II
11100,Magic Island
11101,Nixon
11102,Balto
11103,Cutthroat Island
11104,Dracula: Dead and Loving It
11105,Grumpier Old Men
11106,Sudden Death
11107,Tom and Huck
11108,Waiting to Exhale
11109,Four Rooms
11110,Richard III
11111,Mr. Holland's Opus
11112,Restoration
11113,"301, 302"
11114,The Addiction
11115,After Five in the Forest Primeval
11116,All Things Fair
11117,The Arsonist
11118,Between the Devil and the Deep Blue Sea
11119,Beyond the Clouds
11120,The Blade
11121,The Blue Villa
11122,Blush
11123,Boca a boca
11124,Bombay
11125,Brother of Sleep
11126,Bugis Street
11127,Butterfly Kiss
11128,The Celluloid Closet
11129,La Cérémonie
11130,Clockwork Mice
11131,Coldblooded
11132,Cold Fever
11133,Colpo di luna
11134,Crying Freeman
11135,Cyclo
11136,Dead Man
11137,Deathmaker
11138,Dilwale Dulhania Le Jayenge
11139,"Don't Cry, Nanking"
11140,Don't Forget You're Going to Die
11141,Eggs
11142,Élisa
11143,Everyone's Child
11144,Fall Time
11145,Fallen Angels
11146,Flamenco
11147,The Flower of My Secret
11148,The Flying Dutchman
11149,Forgotten Silver
11150,Friendship's Field
11151,From the Journals of Jean Seberg
11152,Full Body Massage
11153,Gamera: Guardian of the Universe
11154,The Garden
11155,Ghost in the Shell
11156,Go Now
11157,Godzilla vs. Destoroyah
11158,Gonin
11159,"Good Men, Good Women"
11160,The Grass Harp
11161,Guantanamera
11162,Guimba the Tyrant
11163,La Haine
11164,Happiness Is in the Field
11165,Harrison Bergeron
11166,Haunted
11167,Heavy
11168,Hiroshima
11169,I.D.
11170,Indira
11171,Innocent Lies
11172,Jeeva
11173,Jeffrey
11174,Joseph
11175,Kamikaze Taxi
11176,Karan Arjun
11177,Kura
11178,Land and Freedom
11179,The Land Before Time III: The Time of the Great Giving
11180,A Last Note
11181,Let It Be Me
11182,Like Grains of Sand
11183,Little Criminals
11184,Little Sister
11185,Live Nude Girls
11186,Long Live the Queen
11187,Love Letter
11188,Lumière and Company
11189,Maborosi
11190,Margaret's Museum
11191,Memories
11192,Miracle in Bosnia
11193,A Mongolian Tale
11194,Napoleon
11195,Nasty Love
11196,Nelly and Mr. Arnaud
11197,No Way Back
11198,One Hundred and One Nights
11199,The Outpost
11200,Param Vir Chakra
11201,Pari
11202,El pasajero clandestino
11203,The Passion of Darkly Noon
11204,Peculiarities of the National Hunt
11205,A Personal Journey with Martin Scorsese Through American Movies
11206,Picture Bride
11207,The Power Within
11208,The Purse Snatcher
11209,O Quatrilho
11210,Rain Clouds over Wushan
11211,Rangeela
11212,Red Cherry
11213,Rumble in the Bronx
11214,Screamers
11215,The Second Time
11216,Search and Destroy
11217,Shanghai Triad
11218,Sharaku
11219,Siao Yu
11220,A Single Girl
11221,A Single Spark
11222,The Snails' Senator
11223,Spin
11224,The Star Maker
11225,Stonewall
11226,Summer Snow
11227,Those Were the Days
11228,Tokyo Fist
11229,Goodbye
11230,Tropical Fish
11231,Two Deaths
11232,Ulysses' Gaze
11233,Under the Domim Tree
11234,Underground
11235,Waati
11236,Weekend Lover
11237,Welcome to the Dollhouse
11238,When Night Is Falling
11239,The White Balloon
11240,The Wife
11241,Wild Side
11242,The Bad Seed
11243,Jesse James
11244,Magnificent Doll
11245,The Dentist
11246,When the Daltons Rode
11247,Daredevils of the West
11248,Down Argentine Way
11249,Hot Rod Girl
11250,Seven Days Ashore
11251,Bethune: The Making of a Hero
11252,Mystery Street
11253,Al Compás de tu Mentira
11254,The Age of Love
11255,The Enemy Below
11256,A Hatful of Rain
11257,Undersea Kingdom
11258,Bulldog Drummond's Secret Police
11259,Dr. Kildare's Victory
11260,The Strange Woman
11261,Twelve Good Men
11262,There Was a Young Man
11263,Night of the Demon
11264,The Boys in Blue
11265,Sister Kenny
11266,Unconquered
11267,Rhubarb
11268,Funny Face
11269,The Lady from Nowhere
11270,Don't Lose Your Head
11271,Grand Central Murder
11272,Johnny Eager
11273,The Big Circus
11274,Don't Give Up the Ship
11275,Little Miss Broadway
11276,In Old Chicago
11277,A Day at the Races
11278,Black Samurai
11279,Flash Gordon Conquers the Universe
11280,Gold Mine in the Sky
11281,Day of the Fight
11282,Rasputin the Mad Monk
11283,Café Express
11284,Mardi Gras
11285,The Great Profile
11286,Lady Scarface
11287,Play Girl
11288,Bullets Over Broadway
11289,Happily Ever After
11290,Alucarda
11291,Buck Privates
11292,Houseboat
11293,Silver Linings Playbook
11294,The Roaring Twenties
11295,American Friends
11296,Fire Down Below
11297,Cast a Dark Shadow
11298,101 Dalmatians
11299,Father Takes a Wife
11300,The Saint in Palm Springs
11301,Palookaville
11302,Angela
11303,Children of the Corn III: Urban Harvest
11304,Animal Room
11305,Feast of July
11306,Fargo
11307,The Rock
11308,The English Patient
11309,Twister
11310,Space Jam
11311,Jerry Maguire
11312,Evita (musical)
11313,Mission: Impossible
11314,Ransom
11315,Harriet the Spy
11316,Evita
11317,The People vs. Larry Flynt
11318,Shine
11319,Primal Fear
11320,The Crucible
11321,The Mirror Has Two Faces
11322,Sling Blade
11323,Kolya
11324,Ridicule
11325,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
11326,Dunston Checks In
11327,Eye for an Eye
11328,Lawnmower Man 2: Beyond Cyberspace
11329,Two If by Sea
11330,From Dusk till Dawn
11331,Bed of Roses
11332,Big Bully
11333,Once Upon a Time...When We Were Colored
11334,Black Sheep
11335,The Juror
11336,White Squall
11337,Gulliver's Travels (miniseries)
11338,Beautiful Girls
11339,In the Bleak Midwinter
11340,Pie in the Sky
11341,City Hall
11342,Happy Gilmore
11343,Mr. Wrong
11344,Muppet Treasure Island
11345,America's Dream
11346,Project ALF
11347,Bottle Rocket
11348,Before and After
11349,Mary Reilly
11350,Unforgettable
11351,The Young Poisoner's Handbook
11352,The Late Shift
11353,Down Periscope
11354,Dead Man's Island
11355,The Birdcage
11356,Hellraiser: Bloodline
11357,Homeward Bound II: Lost in San Francisco
11358,If Lucy Fell
11359,Ed
11360,Executive Decision
11361,Two Much
11362,Diabolique
11363,Flirting with Disaster
11364,Girl 6
11365,It's My Party
11366,Jack and Sarah
11367,Race the Sun
11368,Rasputin: Dark Servant of Destiny
11369,All Dogs Go to Heaven 2
11370,Carried Away
11371,A Family Thing
11372,Sgt. Bilko
11373,A Thin Line Between Love and Hate
11374,Sabrina the Teenage Witch
11375,Getting Away with Murder
11376,James and the Giant Peach
11377,Kids in the Hall: Brain Candy
11378,Celtic Pride
11379,Faithful
11380,Mrs. Winterbourne
11381,Mystery Science Theater 3000: The Movie
11382,The Substitute
11383,Soul of the Game
11384,Mulholland Falls
11385,The Quest
11386,Sunset Park
11387,I Shot Andy Warhol
11388,Barb Wire
11389,The Craft
11390,The Great White Hype
11391,Last Dance
11392,The Pallbearer
11393,Boys
11394,Cold Comfort Farm
11395,Of Love and Shadows
11396,Original Gangstas
11397,Twisted Desire
11398,Heaven's Prisoners
11399,Spy Hard
11400,The Arrival
11401,Dragonheart
11402,Eddie
11403,The Phantom
11404,The Cable Guy
11405,Moll Flanders
11406,Stealing Beauty
11407,Deadly Voyage
11408,A Perfect Candidate
11409,Eraser
11410,Lone Star
11411,Striptease
11412,Grand Avenue
11413,Theodore Rex
11414,Phenomenon
11415,Courage Under Fire
11416,Don't Look Back
11417,Kazaam
11418,Multiplicity
11419,Walking and Talking
11420,Fled
11421,The Frighteners
11422,A Time to Kill
11423,The Adventures of Pinocchio
11424,Joe's Apartment
11425,Kingpin
11426,The Pompatus of Love
