,0
9432,Mermaids
9433,Awakenings
9434,Almost an Angel
9435,The Russia House
9436,The Bonfire of the Vanities
9437,The Long Walk Home
9438,Come See the Paradise
9439,The Godfather Part III
9440,American Ninja 4: The Annihilation
9441,Angel Town
9442,The Big Man
9443,The Big Steal
9444,Boiling Point
9445,Cadence
9446,Captain America
9447,Childhood Days
9448,The Comfort of Strangers
9449,Crash and Burn
9450,Days of Being Wild
9451,Denial
9452,El Diablo
9453,Europa Europa
9454,La Femme Nikita
9455,The Field
9456,The Fourth War
9457,The Guyver
9458,Heaven and Earth
9459,Ju Dou
9460,Life Is Sweet
9461,Mack the Knife
9462,The Match Factory Girl
9463,Memories of a River
9464,Midnight Ride
9465,Movie... In Your Face
9466,My Mother's Castle
9467,The Nasty Girl
9468,The NeverEnding Story II: The Next Chapter
9469,Rock 'n' Roll High School Forever
9470,Rockula
9471,Romeo.Juliet
9472,Shipwrecked
9473,"Silent Night, Deadly Night 4: Initiation"
9474,Silent Scream
9475,Singapore Sling
9476,Tatie Danielle
9477,Tekken
9478,Tilaï
9479,Too Much Sun
9480,"Truly, Madly, Deeply"
9481,Uchū no hōsoku
9482,Vincent and Me
9483,Swingtime Johnny
9484,Detective Kitty O'Day
9485,"Dance with Me, Henry"
9486,Girls Demand Excitement
9487,Spy Smasher (serial)
9488,The Joker Is Wild
9489,The Devil and Miss Jones
9490,Amelie or The Time to Love
9491,The Simple Past
9492,Dancing Lady
9493,Monsieur Vincent
9494,Doctor Laennec
9495,Moontide
9496,The Man Who Wouldn't Die
9497,Grand Hotel
9498,The Bravados
9499,Sheriff of Cimarron
9500,Alias Billy the Kid
9501,Lucky Star
9502,John Wesley
9503,Under Suspicion
9504,Let No Man Write My Epitaph
9505,Night Train to Munich
9506,The Big Shot
9507,La Chienne
9508,Thirteen Women
9509,No Funny Business
9510,Strictly Business
9511,In Old Mexico
9512,No Man of Her Own
9513,Safe in Hell
9514,She Married a Cop
9515,Nobody's Darling
9516,Foreign Correspondent
9517,Jubal
9518,Decision at Sundown
9519,Peter Pan (1954 musical)
9520,Love Thy Neighbor
9521,Twist Around the Clock
9522,Land of the Pharaohs
9523,Boy on a Dolphin
9524,Charlie and the Chocolate Factory
9525,Candlelight in Algeria
9526,Cruisin' Down the River
9527,The Ages of Lulu
9528,Vita coi figli
9529,Two Evil Eyes
9530,Bright Angel
9531,Buried Alive
9532,"No Retreat, No Surrender 3: Blood Brothers"
9533,Heaven Tonight
9534,Martians Go Home
9535,The Silence of the Lambs
9536,JFK
9537,Terminator 2: Judgment Day
9538,Robin Hood: Prince of Thieves
9539,Hook
9540,The Naked Gun 2½: The Smell of Fear
9541,The Addams Family
9542,The Commitments
9543,The Prince of Tides
9544,The Fisher King
9545,For the Boys
9546,City Slickers
9547,Not Without My Daughter
9548,Ski School
9549,Eve of Destruction
9550,Flight of the Intruder
9551,Men of Respect
9552,Once Around
9553,White Fang
9554,Prison Stories: Women on the Inside
9555,Meet the Applegates
9556,Popcorn
9557,Queens Logic
9558,Run
9559,L.A. Story
9560,Sleeping with the Enemy
9561,King Ralph
9562,Nothing but Trouble
9563,"Love, Lies and Murder"
9564,"He Said, She Said"
9565,Scenes from a Mall
9566,The Doors
9567,My Heroes Have Always Been Cowboys
9568,Closet Land
9569,The Hard Way
9570,New Jack City
9571,Class Action
9572,Guilty by Suspicion
9573,If Looks Could Kill
9574,The Perfect Weapon
9575,The Josephine Baker Story
9576,Defending Your Life
9577,Mister Johnson
9578,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
9579,Career Opportunities
9580,The Five Heartbeats
9581,Hangin' with the Homeboys
9582,The Marrying Man
9583,Impromptu
9584,Out for Justice
9585,Drop Dead Fred
9586,Mortal Thoughts
9587,One Man's War
9588,Talent for the Game
9589,One Good Cop
9590,A Rage in Harlem
9591,The Haunted
9592,Sometimes They Come Back
9593,Madonna: Truth or Dare
9594,Sweet Talker
9595,Switch
9596,Mannequin Two: On the Move
9597,Knight Rider 2000
9598,Backdraft
9599,Hudson Hawk
9600,Only the Lonely
9601,Wild Hearts Can't Be Broken
9602,Soapdish
9603,Don't Tell Mom the Babysitter's Dead
9604,Jungle Fever
9605,Without Warning: The James Brady Story
9606,Dying Young
9607,Where Angels Fear to Tread
9608,Problem Child 2
9609,Slacker
9610,Boyz n the Hood
9611,Point Break
9612,Regarding Henry
9613,Dutch
9614,Doublecrossed
9615,The Doctor
9616,Another You
9617,Life Stinks
9618,Mobsters
9619,V.I. Warshawski
9620,A Brighter Summer Day
9621,Body Parts
9622,Doc Hollywood
9623,Rover Dangerfield
9624,Return to the Blue Lagoon
9625,Bingo
9626,Delirious
9627,Double Impact
9628,Pure Luck
9629,Mystery Date
9630,Barton Fink
9631,Dead Again
9632,Defenseless
9633,Harley Davidson and the Marlboro Man
9634,High Heels
9635,Showdown in Little Tokyo
9636,Child's Play 3
9637,Company Business
9638,Cast a Deadly Spell
9639,Dogfight
9640,Freddy's Dead: The Final Nightmare
9641,Liebestraum
9642,Mississippi Masala
9643,The Indian Runner
9644,Late for Dinner
9645,McBain
9646,Rambling Rose
9647,Deceived
9648,Necessary Roughness
9649,Wedlock
9650,The Man in the Moon
9651,Ricochet
9652,Shout
9653,Suburban Commando
9654,The Super
9655,Babe Ruth
9656,Homicide
9657,City of Hope
9658,Ernest Scared Stupid
9659,Shattered
9660,Stepping Out
9661,The Taking of Beverly Hills
9662,Cool as Ice
9663,Little Man Tate
9664,My Own Private Idaho
9665,Other People's Money
9666,Dynasty: The Reunion
9667,I Still Dream of Jeannie
9668,Whore
9669,Daddy
9670,House Party 2
9671,The Butcher's Wife
9672,Curly Sue
9673,The Hitman
9674,29th Street
9675,Billy Bathgate
9676,Highlander II: The Quickening
9677,The People Under the Stairs
9678,Year of the Gun
9679,Prisoner of Honor
9680,All I Want for Christmas
9681,And You Thought Your Parents Were Weird
9682,Kafka
9683,Meeting Venus
9684,Prospero's Books
9685,Chance of a Lifetime
9686,An American Tail: Fievel Goes West
9687,The Double Life of Veronique
9688,Hearts of Darkness: A Filmmaker's Apocalypse
9689,My Girl
9690,At Play in the Fields of the Lord
9691,Star Trek VI: The Undiscovered Country
9692,The Last Boy Scout
9693,Bugsy
9694,Rush
9695,Grand Canyon
9696,Until the End of the World
9697,Fried Green Tomatoes
9698,Hear My Song
9699,Naked Lunch
9700,Across the Tracks
9701,The Adjuster
9702,Afraid of the Dark
9703,Anna Karamazoff
9704,Armour of God II: Operation Condor
9705,The Assassin of the Tsar
9706,The Ballad of the Sad Café
9707,La Belle Noiseuse
9708,Black Robe
9709,Blue Desert
9710,The Borrower
9711,Brother Future
9712,By the Sword
9713,Cabeza de Vaca
9714,Chains of Gold
9715,Close My Eyes
9716,Close to Eden
9717,Cold Heaven
9718,Cold Moon
9719,Controlled Conversations
9720,Crooked Hearts
9721,Cup Final
9722,The Dark Backward
9723,The Dark Wind
9724,December Bride
9725,Delicatessen
9726,Dingo
9727,Edge of Honor
9728,Edward II
9729,The Elementary School
9730,Europa
9731,Eyes of an Angel
9732,Fight Back to School
9733,Final Approach
9734,Flirting
9735,The Frontier
9736,Fast Getaway
9737,Godzilla vs. King Ghidorah
9738,Going Under
9739,The Grass Arena
9740,Happy Days
9741,Hard Promises
9742,Highway 61
9743,The Hours and Times
9744,The House of Smiles
9745,Hum
9746,I Don't Kiss
9747,The Inner Circle
9748,Jacquot de Nantes
9749,Johnny Stecchino
9750,Johnny Suede
9751,K2
9752,Lamhe
9753,Lee Rock
9754,Let Him Have It
9755,"Life, and Nothing More..."
9756,Life on a String
9757,The Linguini Incident
9758,The Little Engine That Could
9759,Lovers
9760,Madame Bovary
9761,Mayrig
9762,Mediterraneo
9763,The Miracle
9764,"My Best Friend, General Vasili, Son of Joseph Stalin"
9765,My Sons
9766,Night on Earth
9767,Njan Gandharvan
9768,The Object of Beauty
9769,Once Upon a Time in China
9770,Out of Life
9771,The Ox
9772,Pappa Ante Portas
9773,Paris Trout
9774,Paths of Death and Angels
9775,Poison
9776,Proof
9777,Quiet Days in August
9778,Raise the Red Lantern
9779,The Rapture
9780,Requiem pro panenku
9781,Rhapsody in August
9782,Saajan
9783,Sadak
9784,Scanners II: The New Order
9785,A Scene at the Sea
9786,Scorchers
9787,The Search for Signs of Intelligent Life in the Universe
9788,Sebastian Star Bear: First Mission
9789,Shadows and Fog
9790,Silver Stallion
9791,Stone Cold
9792,The Suspended Step of the Stork
9793,Swordsmen in Double Flag Town
9794,Together Alone
9795,Toto the Hero
9796,Tous les Matins du Monde
9797,Towards Evening
9798,Tricky Brains
9799,True Colors
9800,Ultra
9801,Van Gogh
9802,Victim of Love
9803,V. I. Warshawski
9804,Voyager
9805,Woman of the Port
9806,A Woman's Tale
9807,The Yes Man
9808,Yumeji
9809,The Night of the Hunter
9810,Dream Street
9811,Tarzan the Tiger
9812,River of Romance
9813,Sabrina
9814,I'll See You in My Dreams
9815,I Married a Woman
9816,Sweetheart of Sigma Chi
9817,Sky Bandits
9818,Second Chorus
9819,Larceny
9820,The Winning of Barbara Worth
9821,Two Lovers
9822,Jesse James Meets Frankenstein's Daughter
9823,The Falcon in Mexico
9824,Battle Cry
9825,Our Man in Havana
9826,The Blind Woman of Sorrento
9827,The Midnight Patrol
9828,The Vanishing Legion
9829,The Truth About Women
9830,The Man with a Cloak
9831,Amor a la española
9832,Una chica casi decente
9833,The Devil's Disciple
9834,Blue Skies
9835,Three Steps North
9836,The Lawnmower Man
9837,I Was a Teenage Werewolf
9838,The Legend of Tom Dooley
9839,Dalagang Bukid
9840,Walang Sugat
9841,Weekend Warriors
9842,Tribute to a Bad Man
9843,From the Earth to the Moon
9844,The Traffic Policeman
9845,Difficult Years
9846,Sing and Be Happy
9847,Brighton Rock
9848,The Rake's Progress
9849,The Hanging Tree
9850,The Great Caruso
9851,Attack of the Puppet People
9852,Preppies
9853,Hollywood Hot Tubs
9854,County Fair
9855,The Stratton Story
9856,Liliom
9857,La Bandera
9858,Adventure's End
9859,Behind the Headlines
9860,The Man from Laramie
9861,Premiere
9862,The Five Pennies
9863,Torpedo Run
9864,Son of Django
9865,Emanuelle in America
9866,Mark of the Devil
9867,Jun'ai Monogatari
9868,"Beware, My Lovely"
9869,Vanity Fair
9870,Souls for Sale
9871,Critters 3
9872,Past Midnight
9873,Triple Bogey on a Par Five Hole
9874,Clowning Around
9875,Young Soul Rebels
9876,Aladdin
9877,The Bodyguard
9878,Home Alone 2: Lost in New York
9879,Basic Instinct
9880,Lethal Weapon 3
9881,Batman Returns
9882,A Few Good Men
9883,Sister Act
9884,Bram Stoker's Dracula
9885,Jurassic Park
9886,The Player
9887,Howards End
9888,Unforgiven
9889,Chaplin
9890,Damage
9891,My Cousin Vinny
9892,Husbands and Wives
9893,The Crying Game
9894,Strictly Ballroom
9895,Indochine
9896,Kuffs
9897,The Hand That Rocks the Cradle
9898,Freejack
9899,A Gnome Named Gnorm
9900,Juice
9901,Love Crimes
9902,Hurricane Smith
9903,Into the Sun
9904,Shining Through
9905,Final Analysis
9906,Medicine Man
9907,Falling from Grace
9908,Radio Flyer
9909,This Is My Life
9910,The Mambo Kings
9911,Memoirs of an Invisible Man
9912,"For Richer, for Poorer"
9913,A Woman Scorned: The Betty Broderick Story
9914,Blame It on the Bellboy
9915,Gladiator
9916,Meatballs 4
9917,Once Upon a Crime
9918,Tiny Toon Adventures: How I Spent My Vacation
9919,American Me
9920,Article 99
9921,Shakes the Clown
9922,Noises Off
9923,The Cutting Edge
9924,Ladybugs
9925,The Power of One
9926,White Men Can't Jump
9927,The Last of His Tribe
9928,Beethoven
9929,Straight Talk
9930,Thunderheart
9931,Secrets
9932,FernGully: The Last Rainforest
9933,Newsies
9934,Sleepwalkers
9935,The Babe
9936,Boris and Natasha: The Movie
9937,Brain Donors
9938,Deep Cover
9939,The Playboys
9940,A Midnight Clear
9941,Passed Away
9942,White Sands
9943,Year of the Comet
9944,Live Wire
9945,Split Second
9946,Big Girls Don't Cry... They Get Even
9947,CrissCross
9948,"The Favour, the Watch and the Very Big Fish"
9949,One False Move
9950,Poison Ivy
9951,The Waterdance
9952,Monster in a Box
9953,Intruders (miniseries)
9954,Alien 3
9955,Encino Man
9956,Far and Away
9957,Cousin Bobby
9958,Afterburn
9959,Stepfather III
9960,Class Act
9961,Patriot Games
9962,Housesitter
9963,Waxwork II: Lost in Time
9964,The Hairdresser's Husband
9965,A Private Matter
9966,Unlawful Entry
9967,Boomerang
9968,A League of Their Own
9969,The Best Intentions
9970,Cool World
9971,Prelude to a Kiss
9972,Universal Soldier
9973,The Comrades of Summer
9974,Revenge of the Nerds III: The Next Generation
9975,"Honey, I Blew Up the Kid"
9976,Man Trouble
9977,A Stranger Among Us
9978,Mistress
9979,Mo' Money
9980,Mom and Dad Save the World
9981,Bébé's Kids
9982,Buffy the Vampire Slayer
9983,Death Becomes Her
9984,3 Ninjas
9985,London Kills Me
9986,Raising Cain
9987,Whispers in the Dark
9988,Diggstown
9989,Single White Female
9990,Stay Tuned
9991,Christopher Columbus: The Discovery
9992,The Gun in Betty Lou's Handbag
9993,Light Sleeper
9994,Rapid Fire
9995,Citizen Cohn
9996,Laws of Gravity
9997,Storyville
9998,Freddie as F.R.O.7
9999,Honeymoon in Vegas
10000,Pet Sematary Two
10001,Twin Peaks: Fire Walk with Me
10002,Bob Roberts
10003,Out on a Limb
10004,Crossing the Bridge
10005,Hellraiser III: Hell on Earth
10006,Sneakers
10007,Swoon
10008,Where the Day Takes You
10009,Wind
10010,Teamster Boss: The Jackie Presser Story
10011,Captain Ron
10012,Peter's Friends
10013,School Ties
10014,Singles
10015,South Central
10016,Mr. Saturday Night
10017,Innocent Blood
10018,Glengarry Glen Ross
10019,Hero
10020,The Mighty Ducks
10021,Mr. Baseball
10022,Of Mice and Men
10023,Running Mates
10024,1492: Conquest of Paradise
10025,A River Runs Through It
10026,Under Siege
10027,Candyman
10028,Consenting Adults
10029,The Public Eye
10030,Dr. Giggles
10031,Frozen Assets
10032,Pure Country
10033,Reservoir Dogs
10034,My New Gun
10035,There Goes the Neighborhood
10036,Spotswood
10037,Jennifer 8
10038,Passenger 57
10039,Sinatra (miniseries)
10040,Traces of Red
10041,Love Potion No. 9
10042,The Jacksons: An American Dream
10043,Malcolm X
10044,Bad Lieutenant
10045,Samantha
10046,Stalin
10047,Saved by the Bell: Hawaiian Style
10048,The Distinguished Gentleman
10049,To Grandmother's House We Go
10050,Forever Young
10051,The Muppet Christmas Carol
10052,Passion Fish
10053,Dead Ahead: The Exxon Valdez Disaster
10054,Used People
10055,Leap of Faith
10056,Toys
10057,Hoffa
10058,Trespass
10059,Lorenzo's Oil
10060,1991: The Year Punk Broke
10061,588 rue paradis
10062,Agantuk
10063,"All's Well, Ends Well"
10064,American Heart
10065,Angaar
10066,Army of Darkness
10067,Baduk
10068,Being at Home with Claude
10069,Belle Époque
10070,Benny's Video
10071,Bharatham
10072,Bitter Moon
10073,Blue Ice
10074,Braindead
10075,The Bridge
10076,Careful
10077,Céline
10078,Center Stage
10079,Chain of Desire
10080,The Chekist
10081,Chunuk Bair
10082,Crystal Nights
10083,Daens
10084,Day of Atonement
10085,Dream of Light
10086,Dust of Angels
10087,El Mariachi
10088,"Ele, My Friend"
10089,The End of the World
10090,Forbidden Love: The Unashamed Stories of Lesbian Lives
10091,For a Lost Soldier
10092,Four Eyes and Six Guns
10093,Gunsmoke: To the Last Man
10094,Hard Boiled
10095,An Independent Life
10096,The Inheritance or Fuckoffguysgoodday
10097,Into the West
10098,In the Soup
10099,Jamón Jamón
10100,The Journey
10101,Just Another Girl on the I.R.T.
10102,Khiladi
10103,Knight Moves
10104,Leaving Normal
10105,Léolo
10106,Life According to Agfa
10107,Like Water for Chocolate
10108,Living in Bondage
10109,The Long Day Closes
10110,Love Field
10111,The Lover
10112,Luna Park
10113,Mac
10114,Mad at the Moon
10115,Man Bites Dog
10116,Minbo
10117,Miracle Beach
10118,The Moon Is... the Sun's Dream
10119,Nemesis
10120,New Dragon Gate Inn
10121,Nitrate Kisses
10122,The Northerners
10123,The Oak
10124,"Once Upon a Time, Cinema"
10125,Once Upon a Time in China II
10126,Only You
10127,Original Sin
10128,Orlando
10129,Our Twisted Hero
10130,Porco Rosso
10131,Pushing Hands
10132,Quicksand: No Escape
10133,Raat
10134,Rain Without Thunder
10135,Ramayana: The Legend of Prince Rama
10136,Rebels of the Neon God
10137,Remote Control
10138,Roja
10139,Romper Stomper
10140,Savage Nights
10141,Seedpeople
10142,Sidekicks
10143,The Stolen Children
10144,The Story of Qiu Ju
10145,"Sumo Do, Sumo Don't"
10146,The Sun of the Sleepless
10147,"Sweet Emma, Dear Böbe"
10148,A Tale of Winter
10149,Talking Head
10150,That Night
10151,Titanica
10152,Tito and Me
10153,Vacas
10154,Waterland
10155,We Are Not Angels
10156,White Badge
10157,Dream Girl
10158,Border Romance
10159,Billboard Girl
10160,Donovan's Brain
10161,Detroit 9000
10162,Reach for the Sky
10163,The Scamp
10164,Captains Courageous
10165,They Came to Cordura
10166,Man of the West
10167,The Left Handed Gun
10168,Abe Lincoln in Illinois
10169,The Second Mr. Bush
10170,The Wild One
10171,The Mouse That Roared
10172,Indianapolis Speedway
10173,Way Down South
10174,Panama Lady
10175,Aparajito
10176,The World of Apu
10177,Show Business
10178,A Foreign Affair
10179,Dial 1119
10180,Ten North Frederick
10181,Thunder Over Paris
10182,Captains of the Clouds
10183,Badman's Territory
10184,Daddy Long Legs
10185,Air Force
10186,Deadline at Dawn
10187,Illicit
10188,The Matchmaker
10189,Tarzan and the Golden Lion
10190,The Amateur Gentleman
10191,Our Gang
10192,Laurel and Hardy
10193,Mr. Music
10194,The Falcon in Hollywood
10195,The Truth About Murder
10196,Doomwatch
10197,War Italian Style
10198,Marilyn
10199,The Bank Raiders
10200,The Turning
10201,Prague
10202,Emily Brontë's Wuthering Heights
10203,Gypsy Eyes
10204,Munchie
10205,Rhythm of Destiny
10206,Zebrahead
10207,Praying with Anger
10208,The Firm
10209,Mrs. Doubtfire
10210,Schindler's List
10211,Indecent Proposal
10212,Cliffhanger
10213,Sleepless in Seattle
10214,Philadelphia
10215,The Pelican Brief
10216,The Crow
10217,Super Mario Bros.
10218,Last Action Hero
10219,Dark Blood
10220,The Remains of the Day
10221,The Piano
10222,What's Love Got to Do with It
10223,The Age of Innocence
10224,Groundhog Day
10225,Farewell My Concubine
10226,Leprechaun
10227,Alive
10228,Body of Evidence
10229,Aspen Extreme
10230,Hexed
10231,Children of the Corn II: The Final Sacrifice
10232,Matinee
10233,Sniper
10234,Blind Side
10235,The Cemetery Club
10236,Homeward Bound: The Incredible Journey
10237,Loaded Weapon 1
10238,Sommersby
10239,The Temp
10240,Untamed Heart
10241,Alex Haley's Queen
10242,Hostages
10243,Falling Down
10244,Mad Dog and Glory
10245,Rich in Love
10246,Shadow of the Wolf
10247,Swing Kids
10248,CB4
10249,A Far Off Place
10250,Fire in the Sky
10251,Point of No Return
10252,Teenage Mutant Ninja Turtles III
10253,Barbarians at the Gate
10254,Hear No Evil
10255,Married to It
10256,The Opposite Sex and How to Live with Them
10257,The Adventures of Huck Finn
10258,Cop and a Half
10259,The Crush
10260,Jack the Bear
10261,When a Stranger Calls Back
10262,The Sandlot
10263,Wide Sargasso Sea
10264,The Dark Half
10265,Blood In Blood Out
10266,The Night We Never Met
10267,Splitting Heirs
10268,Three of Hearts
10269,Dave
10270,Dragon: The Bruce Lee Story
10271,Much Ado About Nothing
10272,Daybreak
10273,The Tommyknockers (miniseries)
10274,Carnosaur
10275,Lost in Yonkers
10276,Sliver
10277,Menace II Society
10278,Made in America
10279,Guilty as Sin
10280,The Music of Chance
10281,Once Upon a Forest
10282,Dennis the Menace
10283,Extreme Justice
10284,Son in Law
10285,In the Line of Fire
10286,Rookie of the Year
10287,Weekend at Bernie's II
10288,Benefit of the Doubt
10289,Free Willy
10290,Hocus Pocus
10291,Another Stakeout
10292,Coneheads
10293,Poetic Justice
10294,Robin Hood: Men in Tights
10295,Rising Sun
10296,So I Married an Axe Murderer
10297,Tom and Jerry: The Movie
10298,The Meteor Man
10299,My Boyfriend's Back
10300,The Wedding Banquet
10301,Searching for Bobby Fischer
10302,Heart and Souls
10303,Jason Goes to Hell: The Final Friday
10304,The Secret Garden
10305,Manhattan Murder Mystery
10306,The Ballad of Little Jo
10307,Hard Target
10308,King of the Hill
10309,Surf Ninjas
10310,Wilder Napalm
10311,Strapped
10312,The Man Without a Face
10313,Father Hood
10314,Needful Things
10315,Only the Strong
10316,Son of the Pink Panther
10317,The Thing Called Love
10318,Fortress
10319,Kalifornia
10320,The Joy Luck Club
10321,Money for Nothing
10322,The Real McCoy
10323,True Romance
10324,Undercover Blues
10325,And the Band Played On
10326,Household Saints
10327,Airborne
10328,Striking Distance
10329,Danielle Steel's Star
10330,Dazed and Confused
10331,The Good Son
10332,The Odd Couple Together Again
10333,The Program
10334,Warlock: The Armageddon
10335,A Bronx Tale
10336,Cool Runnings
10337,Freaked
10338,Malice
10339,M. Butterfly
10340,Short Cuts
10341,Demolition Man
10342,Gettysburg
10343,Mr. Jones
10344,Mr. Nanny
10345,Rudy
10346,The Beverly Hillbillies
10347,Fearless
10348,Judgment Night
10349,Mr. Wonderful
10350,Twenty Bucks
10351,Ruby Cairo
10352,Fatal Instinct
10353,The Nightmare Before Christmas
10354,The Last Outlaw
10355,Flesh and Bone
10356,A Home of Our Own
10357,Look Who's Talking Now
10358,RoboCop 3
10359,Ruby in Paradise
10360,Carlito's Way
10361,Ernest Rides Again
10362,My Life
10363,Return to Lonesome Dove
10364,Ed and His Dead Mother
10365,The Saint of Fort Washington
10366,Addams Family Values
10367,Dangerous Game
10368,Man's Best Friend
10369,A Perfect World
10370,Josh and S.A.M.
10371,Full Eclipse
10372,A Dangerous Woman
10373,The Snapper
10374,Six Degrees of Separation
10375,Geronimo: An American Legend
10376,Sister Act 2: Back in the Habit
10377,Wayne's World 2
10378,Attack of the 50 Ft. Woman
10379,Beethoven's 2nd
10380,What's Eating Gilbert Grape
10381,Wrestling Ernest Hemingway
10382,Batman: Mask of the Phantasm
10383,Grumpy Old Men
10384,Shadowlands
10385,Tombstone
10386,Ghost in the Machine
10387,In the Name of the Father
10388,12:01
10389,Aankhen
10390,Abraham's Valley
10391,Acting on Impulse
10392,Aileen Wuornos: The Selling of a Serial Killer
10393,Arizona Dream
10394,Baazigar
10395,Bad Behaviour
10396,Bad Boy Bubby
10397,Beijing Bastards
10398,Bhaji on the Beach
10399,Bloom in the Moonlight
10400,The Blue Kite
10401,Body Snatchers
10402,The Bride with White Hair
10403,Caro diario
10404,The Cement Garden
10405,The Mad Monk
10406,A Class to Remember
10407,Crime Story
10408,Cronos
10409,Darkness in Tallinn
10410,Darr
10411,The Days
10412,Desperate Remedies
10413,Digger
10414,Dirty Weekend
10415,The Escort
10416,Fiorile
10417,Fire on the Amazon
10418,A Foreign Field
10419,François Truffaut: Stolen Portraits
10420,Gardish
10421,Gentleman
10422,Germinal
10423,Godzilla vs. Mechagodzilla II
10424,The Great Pumpkin
10425,Gross Misconduct
10426,Guelwaar
10427,Gunsmoke: The Long Ride
10428,Hercules Returns
10429,The Hour of the Pig
10430,A House in the Hills
10431,The House of the Spirits
10432,I Love a Man in Uniform
10433,Iron Monkey
10434,Le Jeune Werther
10435,Joshua Tree
10436,Kanehsatake: 270 Years of Resistance
10437,Kung Fu Cult Master
10438,Libera me
10439,Life with Mikey
10440,The Little Blonde Death
10441,Love and Human Remains
10442,Madadayo
10443,Map of the Human Heart
10444,Me and the Kid
10445,My Favorite Season
10446,Naked
10447,Naked in New York
10448,Ninja Scroll
10449,No More Mr. Nice Guy
10450,Oglinda
10451,Once Upon a Time in China III
10452,Ordinary Magic
10453,Philadelphia Experiment II
10454,Public Access
10455,The Puppetmaster
10456,Raining Stones
10457,Red Rock West
10458,The Red Squirrel
10459,Romeo Is Bleeding
10460,Samba Traoré
10461,Sankofa
10462,Say a Little Prayer
10463,The Scent of Green Papaya
10464,The Sex of the Stars
10465,Slaughter of the Innocents
10466,Sonatine
10467,Seopyeonje
10468,Stalingrad
10469,Strawberry and Chocolate
10470,Sunset Grill
10471,Thirty Two Short Films About Glenn Gould
10472,The Three Best Things in Life
10473,To the Starry Island
10474,To Want to Fly
10475,Trauma
10476,Two Cops
10477,Two Small Bodies
10478,The Untold Story
10479,Les Visiteurs
10480,A Wall of Silence
10481,The War Room
10482,White Wolves: A Cry in the Wild II
10483,Woman of Desire
10484,The Wrong Trousers
10485,The Young Americans
10486,Younger and Younger
10487,Strange Wives
10488,It's a Wonderful World
10489,The Crimson Kimono
10490,Three Came Home
10491,Gay Love
10492,Career
10493,A Holy Terror
10494,Dunkirk
10495,X the Unknown
10496,"Oro, Plata, Mata"
10497,A Summer Place
10498,Gold Diggers of 1933
10499,Mikhaylo Lomonosov
10500,A Young Retiree
10501,Kansas City Kitty
10502,Chandu the Magician
10503,Teacher's Pet
10504,The Deadly Mantis
10505,The Sin of Madelon Claudet
10506,Scared Stiff
10507,Four Sons
10508,A Pure Formality
10509,That Wonderful Urge
10510,The Man Who Laughs
10511,City Girl
10512,Morning Glory
10513,Panic in the Streets
10514,Broken Lance
10515,Johnny Belinda
10516,The Brute Man
10517,Below the Deadline
10518,Sex Kittens Go to College
10519,Carson City
10520,Attack of the 50 Foot Woman
10521,Night of the Ghouls
10522,The Invisible Man Returns
10523,Andy Hardy's Double Life
10524,A Family Affair
10525,Criss Cross
10526,Love Me or Leave Me
10527,I Wonder Who's Kissing Her Now
10528,They Got Me Covered
10529,Anything Once
10530,They Made Me a Fugitive
10531,The Good Die Young
10532,Bagdad
10533,Abbott and Costello in the Foreign Legion
10534,Grand Canary
10535,Blue Grass of Kentucky
10536,Rodeo
10537,Encore
10538,The Great Locomotive Chase
10539,Nana
10540,The Wedding Night
10541,Death Takes a Holiday
10542,Hollywood Stadium Mystery
10543,Playing with Fire
10544,A Little Girl in a Big City
10545,The Way of All Men
10546,The Iron Mask
10547,The Quatermass Xperiment
10548,Carry On Nurse
10549,Ramrod
10550,Vivacious Lady
10551,This Island Earth
10552,Pardners
10553,Zero Patience
10554,Mi Vida Loca
10555,Family Prayers
10556,Amongst Friends
10557,Century
10558,The Lion King
10559,Forrest Gump
10560,True Lies
10561,Speed
10562,The Flintstones
10563,Dumb and Dumber
10564,Four Weddings and a Funeral
10565,Interview with the Vampire
10566,Clear and Present Danger
10567,Blue Sky
10568,Nell
10569,The Client
10570,Ed Wood
10571,Pulp Fiction
10572,Quiz Show
10573,Backbeat
10574,Farinelli
10575,Burnt by the Sun
10576,To Live
10577,The Air Up There
10578,Cabin Boy
10579,House Party 3
10580,Iron Will
10581,Intersection
10582,Ace Ventura: Pet Detective
10583,Gunmen
10584,I'll Do Anything
10585,My Father the Hero
10586,Blank Check
10587,My Girl 2
10588,State of Emergency
10589,Blue Chips
10590,On Deadly Ground
10591,Reality Bites
10592,8 Seconds
10593,Angie
10594,China Moon
10595,Greedy
10596,Sirens
10597,Guarding Tess
10598,The Hudsucker Proxy
10599,Lightning Jack
10600,The Ref
10601,The Silence of the Hams
10602,Monkey Trouble
10603,Naked Gun 33⅓: The Final Insult
10604,The Paper
10605,Above the Rim
10606,D2: The Mighty Ducks
10607,Against the Wall
10608,Jimmy Hollywood
10609,Major League II
10610,Thumbelina
10611,Clifford
10612,Leprechaun 2
10613,Threesome
10614,Serial Mom
10615,Surviving the Game
10616,White Fang 2: Myth of the White Wolf
10617,Bad Girls
10618,Brainscan
10619,Chasers
10620,The Inkwell
10621,The Favor
10622,No Escape
10623,PCU
10624,When a Man Loves a Woman
10625,With Honors
10626,3 Ninjas Kick Back
10627,Being Human
10628,Clean Slate
10629,Dream Lover
